commit	metric	n_trades	mc_p	status	description
baseline	0.9016	17	0.2804	keep	baseline ADR 0054 LOCKED (lookback=20, exit=10, atr=2.0)
P6v6s6_bollinger_breakout_g3	-999.0000	2.8266	53	13.12	ok	v6 4H sweep#6 bollinger_breakout grid #3 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=10)
P6v6s6_bollinger_breakout_g4	7.6158	3.1760	50	20.27	ok	v6 4H sweep#6 bollinger_breakout grid #4 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=10)
P6v6s6_bollinger_breakout_g5	12.1327	7.9504	18	43.24	ok	v6 4H sweep#6 bollinger_breakout grid #5 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=10)
P6v6s6_bollinger_breakout_g6	13.3953	9.3342	16	52.00	ok	v6 4H sweep#6 bollinger_breakout grid #6 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=10)
P6v6s6_bollinger_breakout_g7	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#6 bollinger_breakout grid #7 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=10)
P6v6s6_bollinger_breakout_g8	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#6 bollinger_breakout grid #8 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=10)
P6v6s6_bollinger_breakout_g9	17.7769	7.7888	44	60.78	ok	v6 4H sweep#6 bollinger_breakout grid #9 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=20)
P6v6s6_bollinger_breakout_g10	20.1405	9.1663	40	71.11	ok	v6 4H sweep#6 bollinger_breakout grid #10 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=20)
P6v6s6_bollinger_breakout_g11	16.7913	8.2791	33	57.73	ok	v6 4H sweep#6 bollinger_breakout grid #11 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=20)
P6v6s6_bollinger_breakout_g12	18.7434	9.7779	29	66.70	ok	v6 4H sweep#6 bollinger_breakout grid #12 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=20)
P6v6s6_bollinger_breakout_g13	13.1302	7.9642	21	41.20	ok	v6 4H sweep#6 bollinger_breakout grid #13 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=20)
P6v6s6_bollinger_breakout_g14	11.9804	7.2667	21	33.37	ok	v6 4H sweep#6 bollinger_breakout grid #14 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=20)
P6v6s6_bollinger_breakout_g15	-999.0000	26.9405	7	43.06	ok	v6 4H sweep#6 bollinger_breakout grid #15 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=20)
P6v6s6_bollinger_breakout_g16	-999.0000	25.9796	7	38.52	ok	v6 4H sweep#6 bollinger_breakout grid #16 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=20)
P6v6s6_bollinger_breakout_g17	8.3714	4.1826	32	30.92	ok	v6 4H sweep#6 bollinger_breakout grid #17 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=30)
P6v6s6_bollinger_breakout_g18	10.7218	5.6817	28	33.74	ok	v6 4H sweep#6 bollinger_breakout grid #18 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=30)
P6v6s6_bollinger_breakout_g19	-999.0000	2.5040	28	16.47	ok	v6 4H sweep#6 bollinger_breakout grid #19 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=30)
P6v6s6_bollinger_breakout_g20	7.3584	4.2713	23	26.15	ok	v6 4H sweep#6 bollinger_breakout grid #20 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=30)
P6v6s6_bollinger_breakout_g21	4.3032	2.6101	21	19.73	ok	v6 4H sweep#6 bollinger_breakout grid #21 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=30)
P6v6s6_bollinger_breakout_g22	-999.0000	-0.3921	20	5.68	ok	v6 4H sweep#6 bollinger_breakout grid #22 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=30)
P6v6s6_bollinger_breakout_g23	6.1633	5.2988	11	30.16	ok	v6 4H sweep#6 bollinger_breakout grid #23 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=30)
P6v6s6_bollinger_breakout_g24	3.7821	3.2516	11	21.65	ok	v6 4H sweep#6 bollinger_breakout grid #24 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=30)
P6v6s6_bollinger_breakout_g25	16.9091	10.0267	22	37.49	ok	v6 4H sweep#6 bollinger_breakout grid #25 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=50)
P6v6s6_bollinger_breakout_g26	14.9687	9.0793	21	26.65	ok	v6 4H sweep#6 bollinger_breakout grid #26 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=50)
P6v6s6_bollinger_breakout_g27	13.1612	8.3904	19	20.17	ok	v6 4H sweep#6 bollinger_breakout grid #27 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=50)
P6v6s6_bollinger_breakout_g28	11.8404	8.2507	16	21.44	ok	v6 4H sweep#6 bollinger_breakout grid #28 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=50)
P6v6s6_bollinger_breakout_g29	-999.0000	-0.0010	16	-2.47	ok	v6 4H sweep#6 bollinger_breakout grid #29 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=50)
P6v6s6_bollinger_breakout_g30	0.3653	0.2737	14	2.06	ok	v6 4H sweep#6 bollinger_breakout grid #30 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=50)
P6v6s6_bollinger_breakout_r1	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#6 bollinger_breakout random #1 (atr_period=19_atr_stop_mult=3.0088_bb_k=3.1362_bb_period=11)
P6v6s6_bollinger_breakout_r2	11.1510	4.3217	61	54.98	ok	v6 4H sweep#6 bollinger_breakout random #2 (atr_period=12_atr_stop_mult=2.0218_bb_k=1.2472_bb_period=15)
P6v6s6_bollinger_breakout_r3	21.0808	9.9053	37	68.05	ok	v6 4H sweep#6 bollinger_breakout random #3 (atr_period=18_atr_stop_mult=3.8731_bb_k=1.7494_bb_period=16)
P6v6s6_bollinger_breakout_r4	12.9507	5.5302	47	57.29	ok	v6 4H sweep#6 bollinger_breakout random #4 (atr_period=9_atr_stop_mult=1.9417_bb_k=1.5594_bb_period=18)
P6v6s6_bollinger_breakout_r5	10.7413	5.6920	28	40.39	ok	v6 4H sweep#6 bollinger_breakout random #5 (atr_period=12_atr_stop_mult=1.7682_bb_k=1.8291_bb_period=28)
P6v6s6_bollinger_breakout_r6	11.0366	6.6943	21	33.28	ok	v6 4H sweep#6 bollinger_breakout random #6 (atr_period=11_atr_stop_mult=3.6058_bb_k=2.3017_bb_period=26)
P6v6s6_bollinger_breakout_r7	20.9123	9.8261	37	67.73	ok	v6 4H sweep#6 bollinger_breakout random #7 (atr_period=11_atr_stop_mult=2.1378_bb_k=1.6755_bb_period=20)
P6v6s6_bollinger_breakout_r8	11.0635	4.6138	50	57.11	ok	v6 4H sweep#6 bollinger_breakout random #8 (atr_period=12_atr_stop_mult=2.4558_bb_k=1.1183_bb_period=20)
P6v6s6_bollinger_breakout_r9	-999.0000	6.8009	1	23.53	ok	v6 4H sweep#6 bollinger_breakout random #9 (atr_period=18_atr_stop_mult=2.1164_bb_k=2.8727_bb_period=10)
P6v6s6_bollinger_breakout_r10	9.6227	3.4865	74	41.86	ok	v6 4H sweep#6 bollinger_breakout random #10 (atr_period=20_atr_stop_mult=1.372_bb_k=0.9688_bb_period=17)
P6v6s6_bollinger_breakout_r11	22.2831	10.1415	40	78.35	ok	v6 4H sweep#6 bollinger_breakout random #11 (atr_period=12_atr_stop_mult=3.1022_bb_k=1.8042_bb_period=15)
P6v6s6_bollinger_breakout_r12	-999.0000	18.9371	5	24.82	ok	v6 4H sweep#6 bollinger_breakout random #12 (atr_period=11_atr_stop_mult=4.2169_bb_k=2.9679_bb_period=12)
P6v6s6_bollinger_breakout_r13	21.8152	9.9285	40	77.67	ok	v6 4H sweep#6 bollinger_breakout random #13 (atr_period=19_atr_stop_mult=3.1909_bb_k=1.4301_bb_period=20)
P6v6s6_bollinger_breakout_r14	13.7701	8.3523	21	30.50	ok	v6 4H sweep#6 bollinger_breakout random #14 (atr_period=12_atr_stop_mult=2.7245_bb_k=2.3689_bb_period=24)
P6v6s6_bollinger_breakout_r15	28.3779	14.3752	31	82.03	ok	v6 4H sweep#6 bollinger_breakout random #15 (atr_period=13_atr_stop_mult=4.3893_bb_k=1.6724_bb_period=21)
P6v6s6_bollinger_breakout_r16	15.2637	7.1720	37	55.22	ok	v6 4H sweep#6 bollinger_breakout random #16 (atr_period=13_atr_stop_mult=1.8342_bb_k=1.4889_bb_period=24)
P6v6s6_bollinger_breakout_r17	10.4062	3.7878	73	47.25	ok	v6 4H sweep#6 bollinger_breakout random #17 (atr_period=10_atr_stop_mult=1.2862_bb_k=1.287_bb_period=14)
P6v6s6_bollinger_breakout_r18	14.5527	7.1754	33	52.71	ok	v6 4H sweep#6 bollinger_breakout random #18 (atr_period=20_atr_stop_mult=2.6988_bb_k=1.9921_bb_period=16)
P6v6s6_bollinger_breakout_r19	17.5696	7.8411	42	62.46	ok	v6 4H sweep#6 bollinger_breakout random #19 (atr_period=17_atr_stop_mult=2.5346_bb_k=1.8852_bb_period=12)
P6v6s6_bollinger_breakout_r20	25.1475	12.5644	32	81.60	ok	v6 4H sweep#6 bollinger_breakout random #20 (atr_period=10_atr_stop_mult=2.6111_bb_k=1.7044_bb_period=21)
P6v6s6_bollinger_breakout_r21	10.6437	4.1497	60	50.66	ok	v6 4H sweep#6 bollinger_breakout random #21 (atr_period=19_atr_stop_mult=2.0531_bb_k=1.2389_bb_period=15)
P6v6s6_bollinger_breakout_r22	12.1625	4.9977	52	58.23	ok	v6 4H sweep#6 bollinger_breakout random #22 (atr_period=11_atr_stop_mult=2.3222_bb_k=1.2262_bb_period=19)
P6v6s6_bollinger_breakout_r23	8.6790	5.8578	17	27.06	ok	v6 4H sweep#6 bollinger_breakout random #23 (atr_period=11_atr_stop_mult=3.9769_bb_k=2.5956_bb_period=23)
P6v6s6_bollinger_breakout_r24	8.1348	4.1208	31	34.28	ok	v6 4H sweep#6 bollinger_breakout random #24 (atr_period=16_atr_stop_mult=2.872_bb_k=2.0963_bb_period=17)
P6v6s6_bollinger_breakout_r25	10.7552	8.7885	12	41.08	ok	v6 4H sweep#6 bollinger_breakout random #25 (atr_period=20_atr_stop_mult=2.2702_bb_k=2.6255_bb_period=10)
P6v6s6_bollinger_breakout_r26	6.8864	3.9973	23	24.97	ok	v6 4H sweep#6 bollinger_breakout random #26 (atr_period=9_atr_stop_mult=3.0101_bb_k=2.1697_bb_period=27)
P6v6s6_bollinger_breakout_r27	21.9461	9.6154	44	75.81	ok	v6 4H sweep#6 bollinger_breakout random #27 (atr_period=16_atr_stop_mult=2.8508_bb_k=1.5449_bb_period=16)
P6v6s6_bollinger_breakout_r28	17.0906	7.1823	49	63.11	ok	v6 4H sweep#6 bollinger_breakout random #28 (atr_period=13_atr_stop_mult=2.1104_bb_k=1.2257_bb_period=20)
P6v6s6_bollinger_breakout_r29	-999.0000	26.8938	2	45.39	ok	v6 4H sweep#6 bollinger_breakout random #29 (atr_period=14_atr_stop_mult=4.1921_bb_k=3.1194_bb_period=12)
P6v6s6_bollinger_breakout_r30	26.0408	13.7996	28	73.75	ok	v6 4H sweep#6 bollinger_breakout random #30 (atr_period=7_atr_stop_mult=2.9872_bb_k=1.3361_bb_period=28)
P6v6s6_bollinger_breakout_r31	13.1672	5.8216	43	52.55	ok	v6 4H sweep#6 bollinger_breakout random #31 (atr_period=8_atr_stop_mult=1.9098_bb_k=1.9971_bb_period=12)
P6v6s6_bollinger_breakout_r32	9.6158	4.8710	31	33.22	ok	v6 4H sweep#6 bollinger_breakout random #32 (atr_period=11_atr_stop_mult=1.5983_bb_k=2.3354_bb_period=15)
P6v6s6_bollinger_breakout_r33	11.9852	6.2523	29	35.90	ok	v6 4H sweep#6 bollinger_breakout random #33 (atr_period=19_atr_stop_mult=3.1026_bb_k=2.3097_bb_period=15)
P6v6s6_bollinger_breakout_r34	10.9548	5.5493	31	36.53	ok	v6 4H sweep#6 bollinger_breakout random #34 (atr_period=14_atr_stop_mult=2.2705_bb_k=2.1858_bb_period=17)
P6v6s6_bollinger_breakout_r35	-1.4227	-0.9323	18	9.18	ok	v6 4H sweep#6 bollinger_breakout random #35 (atr_period=9_atr_stop_mult=4.3702_bb_k=2.6873_bb_period=13)
P6v6s6_bollinger_breakout_r36	-999.0000	0.2171	100	2.65	ok	v6 4H sweep#6 bollinger_breakout random #36 (atr_period=14_atr_stop_mult=2.0726_bb_k=0.9989_bb_period=10)
P6v6s6_bollinger_breakout_r37	20.2982	8.8934	44	71.45	ok	v6 4H sweep#6 bollinger_breakout random #37 (atr_period=9_atr_stop_mult=3.0822_bb_k=1.7479_bb_period=14)
P6v6s6_bollinger_breakout_r38	20.8894	11.6586	25	63.16	ok	v6 4H sweep#6 bollinger_breakout random #38 (atr_period=8_atr_stop_mult=2.8309_bb_k=1.8826_bb_period=24)
P6v6s6_bollinger_breakout_r39	-999.0000	-2.5442	16	-3.36	ok	v6 4H sweep#6 bollinger_breakout random #39 (atr_period=17_atr_stop_mult=3.6201_bb_k=2.8078_bb_period=29)
P6v6s6_bollinger_breakout_r40	-999.0000	23.3585	3	38.64	ok	v6 4H sweep#6 bollinger_breakout random #40 (atr_period=13_atr_stop_mult=3.6115_bb_k=3.0233_bb_period=12)
P6v6s6_bollinger_breakout_r41	27.8450	14.5259	29	81.80	ok	v6 4H sweep#6 bollinger_breakout random #41 (atr_period=19_atr_stop_mult=4.2712_bb_k=1.7397_bb_period=22)
P6v6s6_bollinger_breakout_r42	21.4480	11.0221	30	61.55	ok	v6 4H sweep#6 bollinger_breakout random #42 (atr_period=8_atr_stop_mult=2.1627_bb_k=2.2792_bb_period=14)
P6v6s6_bollinger_breakout_r43	6.6302	2.3306	81	14.62	ok	v6 4H sweep#6 bollinger_breakout random #43 (atr_period=12_atr_stop_mult=3.9593_bb_k=1.3539_bb_period=10)
P6v6s6_bollinger_breakout_r44	13.9428	5.9539	47	58.41	ok	v6 4H sweep#6 bollinger_breakout random #44 (atr_period=19_atr_stop_mult=2.3978_bb_k=1.7826_bb_period=12)
P6v6s6_bollinger_breakout_r45	10.1909	3.7819	69	26.40	ok	v6 4H sweep#6 bollinger_breakout random #45 (atr_period=19_atr_stop_mult=4.4158_bb_k=1.4991_bb_period=10)
P6v6s6_bollinger_breakout_r46	-999.0000	21.5707	4	34.17	ok	v6 4H sweep#6 bollinger_breakout random #46 (atr_period=10_atr_stop_mult=3.49_bb_k=3.091_bb_period=13)
P6v6s6_bollinger_breakout_r47	11.4344	4.6985	52	46.76	ok	v6 4H sweep#6 bollinger_breakout random #47 (atr_period=16_atr_stop_mult=4.1243_bb_k=1.0043_bb_period=21)
P6v6s6_bollinger_breakout_r48	15.9437	6.9855	44	59.25	ok	v6 4H sweep#6 bollinger_breakout random #48 (atr_period=7_atr_stop_mult=2.342_bb_k=1.8506_bb_period=14)
P6v6s6_bollinger_breakout_r49	18.9297	9.3335	33	46.00	ok	v6 4H sweep#6 bollinger_breakout random #49 (atr_period=9_atr_stop_mult=4.2929_bb_k=2.2987_bb_period=12)
P6v6s6_bollinger_breakout_r50	17.0628	9.5229	25	56.21	ok	v6 4H sweep#6 bollinger_breakout random #50 (atr_period=11_atr_stop_mult=3.8665_bb_k=1.9139_bb_period=24)
P6v6s6_bollinger_breakout_r51	25.9100	13.5164	29	65.48	ok	v6 4H sweep#6 bollinger_breakout random #51 (atr_period=20_atr_stop_mult=4.752_bb_k=1.963_bb_period=18)
P6v6s6_bollinger_breakout_r52	14.0524	8.1569	23	51.24	ok	v6 4H sweep#6 bollinger_breakout random #52 (atr_period=7_atr_stop_mult=4.0368_bb_k=2.0354_bb_period=24)
P6v6s6_bollinger_breakout_r53	7.7957	3.5846	39	26.81	ok	v6 4H sweep#6 bollinger_breakout random #53 (atr_period=12_atr_stop_mult=2.242_bb_k=2.2604_bb_period=10)
P6v6s6_bollinger_breakout_r54	12.3074	6.1492	32	35.14	ok	v6 4H sweep#6 bollinger_breakout random #54 (atr_period=13_atr_stop_mult=3.7555_bb_k=2.1523_bb_period=16)
P6v6s6_bollinger_breakout_r55	17.5363	9.4469	27	54.87	ok	v6 4H sweep#6 bollinger_breakout random #55 (atr_period=10_atr_stop_mult=2.841_bb_k=1.5821_bb_period=28)
P6v6s6_bollinger_breakout_r56	18.6876	7.8535	49	64.08	ok	v6 4H sweep#6 bollinger_breakout random #56 (atr_period=8_atr_stop_mult=2.257_bb_k=1.3174_bb_period=18)
P6v6s6_bollinger_breakout_r57	8.4111	4.3878	29	32.48	ok	v6 4H sweep#6 bollinger_breakout random #57 (atr_period=17_atr_stop_mult=3.5615_bb_k=2.0978_bb_period=19)
P6v6s6_bollinger_breakout_r58	7.6982	3.6586	36	31.55	ok	v6 4H sweep#6 bollinger_breakout random #58 (atr_period=8_atr_stop_mult=1.5716_bb_k=1.7788_bb_period=23)
P6v6s6_bollinger_breakout_r59	10.4822	5.3868	30	35.87	ok	v6 4H sweep#6 bollinger_breakout random #59 (atr_period=11_atr_stop_mult=3.5094_bb_k=2.2617_bb_period=16)
P6v6s6_bollinger_breakout_r60	5.3657	2.7574	30	18.41	ok	v6 4H sweep#6 bollinger_breakout random #60 (atr_period=17_atr_stop_mult=1.8405_bb_k=2.4331_bb_period=13)
P6v6s6_bollinger_breakout_r61	12.9716	5.1522	57	58.64	ok	v6 4H sweep#6 bollinger_breakout random #61 (atr_period=13_atr_stop_mult=1.432_bb_k=1.3171_bb_period=17)
P6v6s6_bollinger_breakout_r62	17.9155	7.8495	44	68.23	ok	v6 4H sweep#6 bollinger_breakout random #62 (atr_period=13_atr_stop_mult=1.9055_bb_k=1.8026_bb_period=15)
P6v6s6_bollinger_breakout_r63	9.8285	5.2947	27	38.82	ok	v6 4H sweep#6 bollinger_breakout random #63 (atr_period=7_atr_stop_mult=2.0681_bb_k=1.8097_bb_period=28)
P6v6s6_bollinger_breakout_r64	15.3878	6.9339	41	56.85	ok	v6 4H sweep#6 bollinger_breakout random #64 (atr_period=18_atr_stop_mult=2.8896_bb_k=0.9328_bb_period=25)
P6v6s6_bollinger_breakout_r65	8.6192	4.8104	25	35.16	ok	v6 4H sweep#6 bollinger_breakout random #65 (atr_period=19_atr_stop_mult=2.0637_bb_k=2.0854_bb_period=27)
P6v6s6_bollinger_breakout_r66	22.8851	11.1411	34	72.04	ok	v6 4H sweep#6 bollinger_breakout random #66 (atr_period=19_atr_stop_mult=2.6461_bb_k=1.8913_bb_period=16)
P6v6s6_bollinger_breakout_r67	23.6521	11.9813	31	69.05	ok	v6 4H sweep#6 bollinger_breakout random #67 (atr_period=20_atr_stop_mult=4.1232_bb_k=1.5531_bb_period=24)
P6v6s6_bollinger_breakout_r68	15.4981	6.9166	42	60.18	ok	v6 4H sweep#6 bollinger_breakout random #68 (atr_period=19_atr_stop_mult=2.804_bb_k=1.5934_bb_period=18)
P6v6s6_bollinger_breakout_r69	13.1172	8.1502	20	46.70	ok	v6 4H sweep#6 bollinger_breakout random #69 (atr_period=15_atr_stop_mult=4.5211_bb_k=2.2379_bb_period=25)
P6v6s6_bollinger_breakout_r70	23.1187	11.5508	32	75.23	ok	v6 4H sweep#6 bollinger_breakout random #70 (atr_period=11_atr_stop_mult=3.9979_bb_k=1.1501_bb_period=26)
P6v6s6_bollinger_breakout_HELDOUT	-4.4645	-4.4645	19	-15.76	heldout_single	v6 4H sweep#6 bollinger_breakout HELDOUT — sign-flip (+14.38→-4.46) train Sharpe=14.38
P6v6s6_bollinger_mr_g1	-999.0000	-1.4708	130	-29.62	ok	v6 4H sweep#6 bollinger_mr grid #1 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=10)
P6v6s6_bollinger_mr_g2	-999.0000	-1.5114	120	-34.08	ok	v6 4H sweep#6 bollinger_mr grid #2 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=10)
P6v6s6_bollinger_mr_g3	-999.0000	-2.4029	72	-38.32	ok	v6 4H sweep#6 bollinger_mr grid #3 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=10)
P6v6s6_bollinger_mr_g4	-999.0000	-1.7595	69	-31.62	ok	v6 4H sweep#6 bollinger_mr grid #4 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=10)
P6v6s6_bollinger_mr_g5	1.3889	1.0403	14	5.65	ok	v6 4H sweep#6 bollinger_mr grid #5 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=10)
P6v6s6_bollinger_mr_g6	0.5222	0.3912	14	2.75	ok	v6 4H sweep#6 bollinger_mr grid #6 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=10)
P6v6s6_bollinger_mr_g7	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#6 bollinger_mr grid #7 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=10)
P6v6s6_bollinger_mr_g8	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#6 bollinger_mr grid #8 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=10)
P6v6s6_bollinger_mr_g9	-999.0000	-1.0785	93	-23.03	ok	v6 4H sweep#6 bollinger_mr grid #9 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=20)
P6v6s6_bollinger_mr_g10	-999.0000	-0.8144	77	-22.30	ok	v6 4H sweep#6 bollinger_mr grid #10 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=20)
P6v6s6_bollinger_mr_g11	-999.0000	-1.6759	68	-27.22	ok	v6 4H sweep#6 bollinger_mr grid #11 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=20)
P6v6s6_bollinger_mr_g12	-999.0000	0.0068	57	-7.97	ok	v6 4H sweep#6 bollinger_mr grid #12 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=20)
P6v6s6_bollinger_mr_g13	-999.0000	-1.6933	39	-29.25	ok	v6 4H sweep#6 bollinger_mr grid #13 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=20)
P6v6s6_bollinger_mr_g14	1.8711	0.8792	37	-9.10	ok	v6 4H sweep#6 bollinger_mr grid #14 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=20)
P6v6s6_bollinger_mr_g15	-999.0000	1.7653	8	-7.62	ok	v6 4H sweep#6 bollinger_mr grid #15 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=20)
P6v6s6_bollinger_mr_g16	-999.0000	1.6217	8	-9.13	ok	v6 4H sweep#6 bollinger_mr grid #16 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=20)
P6v6s6_bollinger_mr_g17	-999.0000	-1.8895	71	-30.36	ok	v6 4H sweep#6 bollinger_mr grid #17 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=30)
P6v6s6_bollinger_mr_g18	-999.0000	-1.6677	56	-25.69	ok	v6 4H sweep#6 bollinger_mr grid #18 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=30)
P6v6s6_bollinger_mr_g19	-999.0000	-0.2682	53	-4.35	ok	v6 4H sweep#6 bollinger_mr grid #19 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=30)
P6v6s6_bollinger_mr_g20	1.8763	0.8221	44	-2.14	ok	v6 4H sweep#6 bollinger_mr grid #20 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=30)
P6v6s6_bollinger_mr_g21	1.0261	0.4995	34	5.74	ok	v6 4H sweep#6 bollinger_mr grid #21 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=30)
P6v6s6_bollinger_mr_g22	3.8856	1.9968	30	16.64	ok	v6 4H sweep#6 bollinger_mr grid #22 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=30)
P6v6s6_bollinger_mr_g23	-999.0000	1.2341	10	6.04	ok	v6 4H sweep#6 bollinger_mr grid #23 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=30)
P6v6s6_bollinger_mr_g24	2.2898	2.0842	10	6.73	ok	v6 4H sweep#6 bollinger_mr grid #24 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=30)
P6v6s6_bollinger_mr_g25	-999.0000	-1.1998	50	-16.56	ok	v6 4H sweep#6 bollinger_mr grid #25 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=50)
P6v6s6_bollinger_mr_g26	-999.0000	2.6693	38	-11.62	ok	v6 4H sweep#6 bollinger_mr grid #26 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=50)
P6v6s6_bollinger_mr_g27	1.2290	0.6140	32	4.90	ok	v6 4H sweep#6 bollinger_mr grid #27 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=50)
P6v6s6_bollinger_mr_g28	9.2935	5.1868	25	16.79	ok	v6 4H sweep#6 bollinger_mr grid #28 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=50)
P6v6s6_bollinger_mr_g29	7.0526	4.6214	18	24.83	ok	v6 4H sweep#6 bollinger_mr grid #29 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=50)
P6v6s6_bollinger_mr_g30	8.5193	5.9365	16	25.57	ok	v6 4H sweep#6 bollinger_mr grid #30 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=50)
P6v6s6_bollinger_mr_r1	2.1321	0.9515	42	7.42	ok	v6 4H sweep#6 bollinger_mr random #1 (atr_period=8_atr_stop_mult=2.1109_bb_k=2.2744_bb_period=29)
P6v6s6_bollinger_mr_r2	-999.0000	3.5359	6	7.55	ok	v6 4H sweep#6 bollinger_mr random #2 (atr_period=13_atr_stop_mult=1.6446_bb_k=3.3974_bb_period=32)
P6v6s6_bollinger_mr_r3	-999.0000	5.8431	3	16.62	ok	v6 4H sweep#6 bollinger_mr random #3 (atr_period=9_atr_stop_mult=4.0514_bb_k=3.505_bb_period=68)
P6v6s6_bollinger_mr_r4	3.8719	2.0858	27	16.48	ok	v6 4H sweep#6 bollinger_mr random #4 (atr_period=16_atr_stop_mult=3.7944_bb_k=2.5483_bb_period=31)
P6v6s6_bollinger_mr_r5	-0.2817	-0.1295	39	-14.62	ok	v6 4H sweep#6 bollinger_mr random #5 (atr_period=17_atr_stop_mult=2.8108_bb_k=1.7527_bb_period=47)
P6v6s6_bollinger_mr_r6	-999.0000	4.8358	5	6.62	ok	v6 4H sweep#6 bollinger_mr random #6 (atr_period=11_atr_stop_mult=3.0579_bb_k=3.0929_bb_period=41)
P6v6s6_bollinger_mr_r7	-0.6718	-0.5776	11	14.95	ok	v6 4H sweep#6 bollinger_mr random #7 (atr_period=7_atr_stop_mult=2.3756_bb_k=2.6173_bb_period=72)
P6v6s6_bollinger_mr_r8	-999.0000	8.0564	9	37.31	ok	v6 4H sweep#6 bollinger_mr random #8 (atr_period=7_atr_stop_mult=2.2477_bb_k=3.0886_bb_period=52)
P6v6s6_bollinger_mr_r9	-999.0000	0.2515	15	10.66	ok	v6 4H sweep#6 bollinger_mr random #9 (atr_period=13_atr_stop_mult=2.7258_bb_k=2.4147_bb_period=68)
